PO_Number,Date,Vendor_Name,Description,Quantity
070125-01,7/1/2025,"Expert Metal Finishing, Inc","P/N : 2600804-2 STUD PLAIN | MATERIAL  304 SS | FINISH :  PASSIVATION PER TIPE  I     (can be also II ,III ,or IV) | CERTIFICATION REQUIRED",88
070125-01,7/1/2025,DELTA GRINDING,MATERIAL  : 1045 | STOCK .002 | OD grinding to 1.621 / 1.622 180 ea,180
070219-01,7/2/2019,PRECISE ROTARY DIE,"P/N 3T987501 -2ea   / 437R7603 2ea | Material 4140 AN 4ea | HARDEN TO 45 -50 Rc | please don t melt the teeth (if possible heat the back ,sides and around the teeth) 25 /ea",4
070220-01,7/2/2020,GENERAL  SURFACE  HARDENING,MATERIAL  :4140 AN | P/N 11627705 RING (9.175 OD X 8.45 ID X 9.75 ) please add dimensions on the cert 10 ea | QUENCH AND TEMPER TO 32-35 Rc | CERTIFICATION REQUIRED,10
070221-01,7/2/2021,Belmont Plating,P/N  8668096 BOLT | Finish : CAD PLATE  TYPE  II  CLASS  2 416 EA | SPEC   QQ-P-416 | Cert Required Please,416
070225-01,7/2/2025,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  12364289 HOLDER | QUENCH AND TEMPER TO 26-35 Rc | CERTIFICATION REQUIRED!,1075
070225-01,7/2/2025,"Expert Metal Finishing, Inc","P/N 12304762 SHAFT  (MATERIAL 303 Stainless Steel) | FINISH : BLACK OXIDE PER 3.3.4 of MIL -171 455 ea | Black oxide per MIL-DTL-13924, Class 4 (alkaline oxidizing process) | CERTIFICATION REQUIRED",455
070225-02,7/25/2025,PRECISE ROTARY DIE,P/N LMR0050 FLANGE | MATERIAL : 4140 PH | WIDE .7094 -.7088  @ 2.914 /2.921 MAX DISTANCE BETWEEN THE KEYS | DXF INCLUDED IN THE LOWER SIZE  (.7087 X  2.9192),
070518-01,7/5/2018,"Expert Metal Finishing, Inc","Material  17-4 PH | P/N 20521751 WASHER, COMPRESSION | FINIS  : PASSIVATION   IAW  QQ-P-35 | CERTIFICATION REQUIRED PLEASE",160
070518-01,7/3/2018,Skild Plating Co.,"Material  17-4 PH | P/N 20521751 WASHER, COMPRESSION | FINIS  : PASSIVATION   IAW  QQ-P-35 | CERT REQUIRED PLEASE",160
070518-03,7/5/2018,GENERAL  SURFACE  HARDENING,ASAP   Please | MATERIAL  : 440C AN | P/N N044233 PLATE 2ea | HARDEN  28 Rc +/- 2 | Please tst on the thickness and please don' t grind to deep | NO CERTS,2
070523-01,7/5/2023,DELTA GRINDING,TML0026   LINK PIN | MATERIAL  : 4140  50/56 Rc 5 ea | 70f6 -.030/-.049   (2.7547 // 2.7539 ) 2.7543 +/- .0004 | TML0038 LINK PIN | 45f6 -.025 /-.041  (1.7706 // 1.7700) 1.7706 /1.7700 2ea,7
070523-01,7/5/2023,PRECISE ROTARY DIE,MATERIAL  : 4140  AN | 614W1001  SLEEVE 1 ea | .0015 stock | ID 160.01 //159.97 (6.2996 // 6.2990 // 6.2980 6.2990  // .62980 100/ea,1
070523-02,7/5/2023,PRECISE ROTARY DIE,MATERIAL  : 4140  50/56 Rc | TML0026 LINK PIN 1 ea | 70 -.030/-.049 (f6)  (2.7547 // 2.7539 2.7543 +/- .0004 100/ea,1
070623-01,7/6/2023,GENERAL  SURFACE  HARDENING,ASAP   Please | MATERIAL  : 4130 AN | P/N  N077526 PLUNGER TIP 4 ea | LOCAL CASE HARDEN PER PRINT  52-56 Rc    1/16 in deep (only on the OD and end ) | No CERTS,4
070623-01,7/6/2023,HOPKINS MACHINE CORP,MATERIAL  :4140 PH | P/N  236W0801 BLANK 2 qty | ROUGH OUT OD/FACE/ID-HOLE PER DRAWING $375 ea,375
070722-01,7/7/2022,Belmont Plating,Material 1020 DOM TUBING STEEL | P/N  8712303 RETAINER | Finish : CAD PLATE  TYPE  1 CLASS 1   (.0006 to .0008 in thick wall) 1065 ea | SPEC   QQ-P-416 | NOTE: | we need this thickness because the grinding went undersize a bit | finished dimension should be min .4960 on the 3 equal steps | Certification  Required Please!,1065
070723-01,7/7/2023,PRECISE ROTARY DIE,P/N N79566 SLEEVE | Material 4140 AN 1ea | ID  (7.6772 // 7.6782)  @ 0.8 Ra Texture | Make it  7.6777 as much as possible,1
070725-02,7/7/2025,GENERAL  SURFACE  HARDENING,MATERIAL  : 4130 AN | P/N  N086440 POPPET | CASE HARDEN TO 56 Rc x MIN . 1/16 DEEP  ALL OVER EXCEPT THE 2 GROOVES 2 ea | NO CERTS,2
070725-05,7/7/2025,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  TML0026  LINK PIN 2.75 Rd x 16.9 5 ea | Quench and temper to   56 Rc   +/- 2 | No certs,5
070817-01,7/8/2017,GENERAL  SURFACE  HARDENING,MATERIAL  :4140 AN | P/N  H319551 SEAT | HEAT TREAT TO 21-25 Rc     (23 Rc +/- 2) | Please test hardness on the center of the cylinder surface not at the ends | NO CERTS (Thank you),4
070817-02,7/8/2017,GENERAL  SURFACE  HARDENING,MATERIAL  :1045 AN | P/N  635W4211  -2 ea 2ea | Harden to 40 - 46 Rc | Please keep them all 2  titebond  toghether for straightness | Straightening within .005 please | No certs,2
070821-01,7/8/2021,PRECISE ROTARY DIE,P/N N064799 SHAFT | MATERIAL : 4140  56Rc | 3 step grinding ALL  @ 3.2 Texture | OD  25e7 .9827 //.9823//.982)  @ 3.2Texture Price /ea | OD 40e7  (1.5728 // 1.5723 // 1.5720 ) PLEASE CLEAN THE FLANGE .001 | OD 30h6  ( 1.1810  // 1.1808 // 1.1806 )  PLESE CLEAN THE FLANGE  BOTH SIDES .001 | NEED 2 BY TOMORROW PLEASE,
070821-02,7/8/2021,DELTA GRINDING,LS1091524 WASHER | NOW AT 1.455 OD | Need OD Grinding  TO CLEAN UP THE FLAME CUT MARKS Can BE 1.45 /1.43 OD 800 ea,800
070822-01,12/8/1901,"Expert Metal Finishing, Inc","P/N : LS1086876 BUSHING | MATERIAL  4140 32-36 Rc | Protective Finish: 5.3.2.3 WITH NON-CHROMIC ACID RINSE | PLUS 30.7 OF MIL-STD-171 ,  .0002 -.0003 Inch Thick | (Please sign the certs) | CERTIFICATION REQUIRED",75
070822-01,7/11/2022,"Expert Metal Finishing, Inc","P/N : LS1086876 BUSHING | MATERIAL  4140 32-36 Rc | Protective Finish: 5.3.2.3 WITH NON-CHROMIC ACID RINSE | PLUS 30.7 OF MIL-STD-171 ,  .0002 -.0003 Inch Thick | (Please sign the certs) | CERTIFICATION REQUIRED",75
070825-01,7/8/2025,PRECISE ROTARY DIE,P/N 7707842 ROLLER | MATERIAL : 52100 60RC 6100 ea | NOW AT 1.025 1.023 | GRIND BOTH ENDS TO 1.018 / 1.014 1.016 +/-.0015,6100
070919-01,7/9/2019,GENERAL  SURFACE  HARDENING,MATERIAL  : 4130 AN | P/N  N066879 POPPET (LOCAL CASE HARDEN TO 56 Rc +/- 2) 3 ea | NO CERTS,3
070921-01,7/9/2021,PRECISE ROTARY DIE,MATERIAL  : 4140  PH  (P/N 637R3601 SHAFT)                                                          QTY: | 24.8 +/-0.1  MM           ( .9760 +/-.0035)     RIGHT SIDE KISS | 30js6 (1.1814 // 1.1811 // 1.1808) LEFT SIDE KISS                           1.1811 +/- .0004 | 22h6 (.8661 // .8659 // .8656 ) .8659 +/- .0002 | 20h6 (.7874 //.7871 //.7869 .7871 +/- .0003 | 43 +/- .1    (1.695 // 1.690) JUST TOUCH                                                  1.693 +/- .002,6
071023-01,7/10/2023,Belmont Plating,"P/N 12690769-1 PIN, HINGE 222 ea | P/N  12690769-2  PIN, HINGE 224 ea | Striping off  plating  as  : | Per  ASTM B633 TYPE V or VI ,Class Fe/Zn 8 | with hexavalent chromium free trivalent post treatment | Hydrogen embrittlement relief required | Cert Required Please",446
071024-01,7/10/2024,PRECISE ROTARY DIE,P/N N019729 SHAFT (4 step OD Grinding) | MATERIAL : 4140 PH 2ea | 35f7 (1.3770 // 1.3765 // 1.3760)           1.3765 +/- .0005 | 30js6 (1.1814 // 1.1811 // 1.1808 )           1.1810 +/- .0005 | 25js6 (.9845 // .9843 // .9840 )              .9843 +/- .0003 | 12h7 (.4724 // .4721 // .4717 )                      .4720  +/- .0005,2
071024-01,7/10/2024,Skild Plating Co.,"Material  416 SS | P/N  MS20066-793 KEY SECTION-SQUARE, E 145 ea | PASSIVATE PER QQ -P-35 | CERT REQUIRED PLEASE 145 ea",145
071025-05,7/10/2025,DELTA GRINDING,TML0026   LINK PIN | MATERIAL  : 4140  50/56 Rc 5 ea | 70f6 -.030/-.049   (2.7547 // 2.7539 ) 2.7543 +/- .0004,5
071117-01,7/11/2017,GENERAL  SURFACE  HARDENING,MATERIAL  : 4130 AN | P/N  N066879 POPPET | CASE HARDEN TO 56 Rc (+/-2)  1/8  to  3/16 DEEP per side PER DRAWING 2 ea | ONLY ON THE BIG DIAM AND THE BIG CHAMFER AND RADIUS DOWN TO THE SHAFT | PLEASE TEST HARDNESS ON THE BIG DIAMETER,2
071118-01,7/11/2018,PRECISE ROTARY DIE,MATERIAL  : 4130 -52 Rc | ID -69H8 mm (2.7183 //2.7174 // 2.7165 )in                    2.7175 +/- .0005 | OD-79.96 /79.94 mm  (3.1480 // 3.1475 // 3.1470 ) 3.1475 +/- .0005,1
071122-01,7/11/2022,Belmont Plating,Material 4140  -30-34 Rc | P/N :LS1087143 PIN | Finish : 1.2.2.2 of MIL-STD-171    MIN .0002 Thick 71 ea | CERT REQUIRED PLEASE,71
071122-01,7/11/2022,PRECISE ROTARY DIE,P/N 684V1701 POPPET 2 pcs | MATERIAL :4130 - 56Rc | 2 STEP GRINDING | 65e7 mm (2.5567 // 2.5561 // 2.5555) 2.5561 +/- .0005 | 60 (-.01/.015)(59.990 /59.985 ) & 0.4 texture 2.3618 / 2.3616 | 2.3617 +/-.0001 100 /ea,2
071123-01,7/11/2023,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 PH | P/N  640R4901 | Quench and temper to 48 / 52 Rc 1ea | TESTING PART INCLUDED (3.5 Rd x .8 Thick) | CLEAN  PART ONLY | NO CERTS,2
071124-01,7/11/2024,"NOVA CHROME Inc,",P/N 8211784 DAMPER | MATERIAL: COPPER C11000 | FINISH 1.2.1.2. PER MIL-STD-171 | PLATING .00002 to .00005 IN  THICK | NO INTERMEDIAT COATING BEFORE PLATING | I know the holes will not plate on the inside (that is acceptable) | CERTIFICATION REQUIRED,575
071125-01,7/11/2025,GENERAL  SURFACE  HARDENING,MATERIAL  :1045 CF | P/N 12446223 PISTON VALVE 840 ea | Quench and temper to 32-38 Rc | CERTIFICATION REQUIRED,840
071125-01,7/11/2025,GENERAL  SURFACE  HARDENING,MATERIAL  :1045 CF | P/N 12446223 PISTON VALVE 840 ea | Quench and temper to 32-38 Rc | CERTIFICATION REQUIRED,840
071125-02,7/11/2025,PRECISE ROTARY DIE,P/N N086440 POPPET | MATERIAL : 4130 -  56 Rc Case Harden 2 ea | 3 STEP GRINDING | 114.4h7  = (4.5039 // 4.5032 // 4.5026) in  @ 0.8 Texture 125/ ea | 99.990/99.985 mm  (3.9366 // 3.9364 ) in                      (3.9365 +/- 0.0001) @ 0.8 Texture | 40f7 mm = (1.5728 // 1.5723 // 1.5718 In ) @ 0.4 Texture,2
071223-01,7/12/2023,PRECISE ROTARY DIE,MATERIAL  : 4140  50/56 Rc | N077526 TIP 4 ea | 70 -.11/-.08  (2.7514 // 2.7506) 2.7510 +- .0004 85/ea,4
071223-01,7/10/2023,DELTA GRINDING,388W4511 ROD 8 ea | 388W4512 ROD 3 ea | N072802 ROD 4 ea | Need OD Grinding  TO 1.6530 /1.6500   @6.3   Ra,15
071320-01,7/13/2020,PRECISE ROTARY DIE,MATERIAL  : 4140  23 Rc | P/N N020197 FLANGE 1 ea | CONPLETE PER PRINT WITH HONING STOCK FOR ID 9.4600 +/- .001 ( PREF 9.461),1
071518-02,7/5/2018,MEXICALI HARD CHROME Co,RUSH PLEASE | MATERIAL  : 4140 PH  (28-32 Rc) | Min .022  in per side    or     {.040   to   .045 per diam} | NOW measure 4.906    Please make it  4.940  -4.945  in Diam,1
071520-01,7/15/2020,GENERAL  SURFACE  HARDENING,PLEASE RUSH | MATERIAL  : H13 | P/N  N013391 SHAFT 9 ea | Harden to 45-48 | Can be  50 Rc (Not less the 45) | No certs,9
071524-01,7/15/2024,GENERAL  SURFACE  HARDENING,Please test on OD close to one end with no grinding | MATERIAL  : H13 | P/N  9W705104 SLEEVE 2ea | P/N 9W306303 LINK PIN 2ea | TESTING  MATERIAL INCLUDED 1 ea | Quench and temper to 45 Rc +/- 3 | No certs,5
071618-01,7/16/2018,PRECISE ROTARY DIE,MATERIAL  : 440 C | THICKNESS ONLY  (about .008 In  stock per side) 4 ea | GRIND BOTH SIDES  TO .864 +/- .001    @ 0.8 TEXTURE,4
071624-01,7/16/2024,Automatic Anodizing,"P/N LS1155686 SPACER, HATCH BUMPER | Material -6061 T6 102 ea | Finish : PER MIL-DTL-5541 TYPE II ,CLASS 1A | Certification required | NEED CERTIFICATION PLEASE !",102
071625-01,7/16/2025,"Expert Metal Finishing, Inc",P/N :12364289-HOLDER | MATERIAL 4140  -26-35 Rc | CERTIFICATION REQUIRED,1075
071625-01,7/16/2025,"NOVA CHROME Inc,",MATERIAL  4130 56Rc | P/N N086440 POPPET 2 ea | .0004  to .0005 THICK WALL   HARD CHROME LOCALLY ONLY PER PRINT | ONLY THE SHAFT 1.573 MM | No certs,2
071718-01,7/17/2018,PRECISE ROTARY DIE,MATERIAL  : 4140/Bronze | 115f7 mm (4.5261 // 4.5255 // 4.5248)     @ 0.4 texture                           4.5255 +/- .0005 | 90f7mm  (3.5414// 3.5408 // 3.5400 )   @0.4 texture                               3.5408 +/- .0003 | Concentric .0005,4
071724-01,7/17/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N 12358976 WASHER 1125 ea | Quench and temper to 33-38 Rc | CERTIFICATION REQUIRED PLEASE,1125
071725-04,7/17/2025,MEXICALI HARD CHROME Co,MATERIAL  : 4150 PH | L707501 TIE BAR | GRINDIND PER PRINT 110e7 all over  -.001 DIA on the chrome plated area | Chrome Plate .001 +/- .0002 Wall,4
071818-01,7/18/2018,"NOVA CHROME Inc,",ASAP PLEASE (EVEN RUSH IF POSSIBLE)thank you | MATERIAL  :N071199 PISTON 4ea | HARD CHROME ON THE METALIC SIDE OF THE PISTON ONLY  .0005 to .0007 per diam | (PLEASE SEE DWG -CHROME ON YELLOW MARK ONLY) | M10 x 4 SCREWS FOR MOUNTING  (HOPE THAT HELPS) | No certs,4
071822-01,7/18/2022,GENERAL  SURFACE  HARDENING,"MATERIAL  : O1 (tool steel) | P/N 5013611 PLUNGER 1005 ea | HEAT AT 1600 deg F, QUENCH AND TEMPER IN OIL | TEMPER ONE HOUR MIN TO 55-60  HARDNESS | CERTIFICATION REQUIRED PLEASE!",1005
071916-01,7/19/2016,PRECISE ROTARY DIE,P/N H312454 PLATE | MATERIAL :STAINLESS STEEL 304 (NON-MAGNETIC MATERIAL) 2ea | 2 SIDES GRINDING | FINISH DIM 30 MM -.05 (1.1810 / 1.1790 ) 1.1800 +/- .001,2
071918-01,7/19/2018,PRECISE ROTARY DIE,"P/N N054086 SLEEVE | MATERIAL : 4140 PH 1 ea | 4 step Grinding | ID 80H7  (3.1508 // 3.1502 // 3.1496 )       3.1502 +/- .0005 200/ea | ID 75H6 (2.9535 // 2.9531 // 2.9528 )       2.9530  +/- .0003 | ID  70 mm  (2.7570 // 2.7560 // 2.7550 )                     2.7560  +/- .001 | OD 135g6 (5.3144 // 5.3140 // 5.3134 )             (5.3140 +/- .0004) | PLEASE INDICATE  OUTSIDE DIAM  FOR ""0""  ALL CONCENTRIC WITHIN .0002",1
071918-02,7/19/2018,PRECISE ROTARY DIE,RUSH RUSH PLEASE | MATERIAL  : 4140 -28 Rc | ALL CONCENTRIC WITHIN .0002 in  (Please reference OD for ID Grinding) | 80H8mm (ID) (3.1514 // 3.1505 // 3.1496) 3.1505 +/- .0005 | 70H8mm (ID) (2.7577 // 2.7568 // 2.7559) 2.7568 +/- .0005 | 135g6 mm (OD )(5.3144 // 5.3140 // 5.3134 )                        5.3140 +/- .0003  OD 150/ea,1
071918-02,7/19/2018,PRECISE ROTARY DIE,RUSH RUSH PLEASE | MATERIAL  : 4140 -28 Rc | ALL CONCENTRIC WITHIN .0005 in  (Please reference OD for ID Grinding) | 80H8mm (ID) (3.1514 // 3.1505 // 3.1496) 3.1505 +/- .0005 | 70H8mm (ID) (2.7577 // 2.7568 // 2.7559) 2.7568 +/- .0005 | 135g6 mm (OD )(5.3144 // 5.3140 // 5.3134 )                        5.3140 +/- .0003  OD 150/ea,1
071919-01,7/9/2019,PRECISE ROTARY DIE,"P/N N066879 POPPET | MATERIAL : 4130  56Rc CASE HARDEN 3 ea | 3 step grinding | ID 105H8  (4.1360 // 4.1350//4.1340)  @ 3.2Texture 140 / ea | OD 35e7  (1.3760 // 1.3755 // 1.3750 )  @ 0.8 Texture | OD 124.90/124.88 (4.9173 //4.9170// 4.9165 )  @ 0.4 Texture  0.0002 CONCENTRIC | PLEASE INDICATE  OD  FOR  ""0""",3
071919-02,7/19/2019,PRECISE ROTARY DIE,P/N N066878 PISTON | MATERIAL : 4140 PH  28 Rc 3 ea | 3 STEP  OD GRINDING | 130e7  (5.1148 // 5.1140 //5.1132) 5.1140 +/- .0005 100/ea | 45e7 (1.7697 // 1.7692 // 1.7687 ) 1.7692 +/- .0005 | 45 -.1 /-.2   (JUST CLEAN UP TO  1.767 / 1.764  NOT LESS THAN 1.764 ) x 7.52 FROM,3
071922-01,7/11/2022,PRECISE ROTARY DIE,P/N 624T0103 2 pcs | MATERIAL :4150 -PH | Need OD Grinding  TO 1.9694 // 1.9688                    1.9691   (+/- .0003) 50/ea,2
071923-01,7/19/2023,PRECISE ROTARY DIE,MATERIAL  1045-  56 Rc | 85h7 mm  (3.3455 // 3.3441) @0.8 Texture,1
072023-01,7/20/2023,"NOVA CHROME Inc,",MATERIAL  :  N079566 SLEEVE | PARTIAL CHROME PLATING     .0015 Min / .0019 Max PER PRINT | No certs,1
072023-01,7/20/2023,Skild Plating Co.,Material  ASTM 572 GRADE 50 | P/N  LS1091524 WASHER SPECIAL 2488 ea | FINISH: ASTM B633 Fe/Zn12  ASTM F1941  .012 mm THICK | CERT REQUIRED PLEASE,2488
072023-01,7/20/2023,Skild Plating Co.,"Material  ASTM 572 GRADE 50 | P/N  LS1091524 WASHER SPECIAL 2488 ea | FINISH:TRIVALNET ZINC PER ASTM B633 TYPE III SC3    .0005"" Thick | CERT REQUIRED PLEASE",2488
072121-01,7/21/2021,GENERAL  SURFACE  HARDENING,MATERIAL  : H13 | P/N  635W1101  LINK PIN 2ea | P/N 9W306202 LINK PIN 2ea | Quench and temper to 45 Rc +/- 2 | No certs,4
072121-02,7/21/2021,GENERAL  SURFACE  HARDENING,MATERIAL  : 1045 NORM | P/N10925988  SCREW 28 ea | Quench and Temper to  20-25 Rc | CERTIFICATION REQUIRED,28
072123-01,7/21/2023,GENERAL  SURFACE  HARDENING,MATERIAL  :4140 AN | P/N 11605042 PIN 510 ea | Quench and temper to 33-38 Rc | CERTIFICATION REQUIRED!,510
072123-02,7/21/2023,"NOVA CHROME Inc,",MATERIAL  :640R4901  SHAFT | PARTIAL HARD CHROME  ON BIG DIAMERER ONLY (PER PRINT) 1 ea | HARD CHROME .0005 wall  (please polish after) | (SIDE TAPS ARE M8 for ref) | No certs,1
072123-03,7/21/2023,"NOVA CHROME Inc,",MATERIAL  :N077526-PLUNGER TIP | PARTIAL HARD CHROME  ON THE YELLOW AREA ONLY   .0005 THICK 4ea | No Certs,4
072216-01,7/22/2016,PRECISE ROTARY DIE,P/N 655S3601 -2ea 655S3602 -2ea | MATERIAL :1045 4ea | 4 SIDES GRINDING | FINISH DIM 30 MM -.05 (1.1810 / 1.1790 ) 1.1800 +/- .001  THICK | 55 MM WIDE = 2.165 (now 2.175) please grind .005 each side | NEED FOR MONDAY NOON PLEASE!,5
072216-01,7/22/2016,PRECISE ROTARY DIE,P/N 655S3601 -2ea 655S3602 -2ea | MATERIAL :1045 4ea | 4 SIDES GRINDING | FINISH DIM 30 MM -.05 (1.1810 / 1.1790 ) 1.1800 +/- .001  THICK | 55 MM WIDE = 2.165 (now 2.175) please grind .005 each side | NEED FOR MONDAY NOON PLEASE!,5
072219-01,7/22/2019,PRECISE ROTARY DIE,"P/N N054085 PISTON HEAD | MATERIAL : 4140 PH 3 ea | 2 step grinding | NOTE 1.774 DIAM.  IT IS IN SIZE ALREADY  PLEASE INDICATE THIS DIAM FOR ""ZERO"" 125 / ea | ID 130H7  (5.1195 //5.1190 // 5.1185 )  @ 0.8 Texture  0.0002 CONCENTRIC WITH 1.774 DIAM | OD 185g6 (7.2829 // 7.2825 // 7.2820 )  @ 0.4 Texture | PLEASE CLEAN ALL SHARP  EDGES AFTER OD GRINDING",3
072219-02,7/22/2019,PRECISE ROTARY DIE,"MATERIAL  4140  (23 RC) P/N H319551 _GRINDING | 185g6 OD ALL OVER (AT 0.8 TESTURE)    7.2829 / 7.2817   || MID DIM (7.2823) || 3ea | 125H8 ID (AT 0.4 SURFACE TEXTURE 4.9237 / 4.9213  || MID 4.9225 || | 120H7 ID (AT 0.8 TEXTURE) 4.7258 / 4.7244  || MID 4.7253 || | PLEASE INDICATE '""0"""" ON THE BIGEST DIAMETER ONLY ( 7.305 IN Diam ) | CLOSE TO THE EXTERNAL  GROOVES FOR ID GRINDING | REMOVE ALL SHARP EDGES AFTER OD GRINDING PLEASE",3
072221-01,7/22/2021,Rockford Heat Treaters,MATERIAL  :4140 -30 Rc | P/N 609T1002 BUSHING (14 ea) 14 ea | P/N 609T1003 BUSHING (4 ea) 4ea | PARTS ARE QUENCH AND TEMPERED  @ 30 Rc  now | Nitride Harden to MAX  if  possible (65 Rc at .006  to .01 in deep) | NO CERTS JUST THE DELIVERY TICKET WITH THE TESTING RESULTS,18
072224-01,7/22/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N 636E1302 WASHER 16 ea | Quench and temper to 50 Rc  min | NO CERTS,16
072320-01,7/23/2020,GENERAL  SURFACE  HARDENING,MATERIAL  : 1045  AN | P/N  11629390 SPACER 770 ea | Quench and temper to 28-32 Rc | CERTIFICATION REQUIRED PLEASE!,770
072320-01,7/23/2020,Automatic Anodizing,"I used last pricing -Please re quote if needed) | P/N LSDT0946-SEAL RING | Protectiv Finish :7.3.3 (""GOLD"" ALODINE) OF MIL -STD-171 67 ea | SPEC :MIL-C-5541    CLASS 3    (ALL OVER) | Material :6061-T6 ALUM 125/LOT | CERTIFICATION REQUIRED !",67
072320-02,7/23/2020,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  623T9801 PLUNGER   (3.00 X 20 In ) 15 ea | Quench and Temper to 27 -31 Rc | NO CERTS!,19
072324-01,7/23/2024,Automatic Anodizing,"P/N LS1155686 SPACER, HATCH BUMPER | Material -6061 T6 113 ea | Finish : PER MIL-DTL-5541 TYPE II ,CLASS 1A | Certification required | NEED CERTIFICATION PLEASE !",113
072325-01,7/23/2025,DELTA GRINDING,MATERIAL  : 1045 | STOCK .002 | OD grinding to 1.621 / 1.622 840 ea,840
072419-01,7/24/2019,PRECISE ROTARY DIE,Y033453 SHAFT  (420 SS-30Rc) | OD 13f7 mm ( .5118 // .5115 //.5111 )                                   .5115 +/- .0003,3
072419-02,7/24/2019,PRECISE ROTARY DIE,P/N Y141518 BUSHING | MATERIAL : 4140 - 30 Rc 9 ea | PRE GRIND FOR NITRIDE | OD 195p6 ( 7.690  +/- .001 ) 50/ea | ID  175F7 (6.887  +/- .001 ) | Fixture for both sizes  SMALL 3.886 in  and WIDE 6.878 IN 150$,9
072420-01,7/24/2020,GENERAL  SURFACE  HARDENING,RUSH PLEASE | MATERIAL  : H13 | P/N  N118947 PLUNGER SLEEVE 1 ea | PLEASE TEST ON THE BIG DIAM OPOSITE TO THE 12 MM RAD PER DWG | LESS GRINDING IF POSSIBLE | Quench and Temper to 44-48 Rc | NO CERTS!,1
072424-01,7/24/2024,GENERAL  SURFACE  HARDENING,"MATERIAL  : 1018 | P/N 7053607 PIN ,STR ,HEADED 110 ea | Treatment: | FILE HARD CASE HARDENING   1/16 DEEP | CERTIFICATION REQUIRED PLEASE",110
072424-01,7/24/2024,Skild Plating Co.,"Material  4140 AN | P/N  12358976 WASHER 1125 ea | ZINC COAT, TYPE II, CLASS 2, | 0.3 MILLS THICK MIN, SC2 | CERT REQUIRED PLEASE 1125 ea",1125
072424-01,7/24/2024,F & S Complete Grinding,SUPER RUSH PLEASE (NEED BY 05/29 AM) | P/N 9W705104 SLEEVE | MATERIAL : H13  45Rc 2 ea | 4  STEP GRINDING  0.8  Texture | OD 150h6  ( 5.9055 // 5.9050 // 5.9045) AND SHOULDER ~.002 5.9050 +/- .0005 | OD 140g6  ( 5.5113 // 5.5108 // 5.5103)                                        5.5108 +/-.0005 | ID 90H7  ( 3.5447 // 3.5440 // 3.5433)                                        3.5440 +/- .0007 | FRONT TO GET 15 -.02 MM  (.5905 - .5898)  (keep sharp corner inside) | ALL OD AND ID CONCENTRIC WITHIN .00078 (.02 MM),2
072425-12,7/24/2025,PRECISE ROTARY DIE,P/N 636E1305 WASHER | MATERIAL : 4140-30 Rc 12 ea | HEAT TREAT to ~50 Rc LOT,12
072517-01,7/25/2017,Belmont Plating,Material : A36 | P/N 5433000 CONNECTING LINK. RIGI | CAD PLATE TYPE II CLASS 3 56 ea | Cert Required Please,56
072517-01,7/25/2017,Belmont Plating,Material : A36 | P/N 5433000 CONNECTING LINK. RIGI | CAD PLATE TYPE II CLASS 3 56 ea | Cert Required Please,56
072518-01,7/25/2018,Belmont Plating,Material .  4140 AN | P/N  5492861 NUT | Finish : CAD PLATE Type 2 Class 1 430  ea | Cert Required Please,430
072519-03,7/25/2019,PRECISE ROTARY DIE,P/N Y141519 BUSHING | MATERIAL : 4140 - 30 Rc 8 ea | PRE GRIND FOR NITRIDE | OD 195p6 ( 7.690  +/- .001 ) | ID  175F7 (6.887  +/- .001 ),8
072522-01,7/22/2022,DELTA GRINDING,5013611 PLUNGER | Need OD Grinding  TO .2490 /.2470                             .2480+/- .001,1000
072524-01,7/25/2024,PRECISE ROTARY DIE,P/N 9W306303 GUIDE PIN | MATERIAL : H13 -45 Rc 2ea | OD 75f6 (2.9516 // 2.9512 //2.9508 )   @ 0.8 texture     ( 2.9512 +/- .0004 ) 110/ ea,2
072618-01,7/26/2018,PRECISE ROTARY DIE,MATERIAL  : 4140  PH | 24.8 +/-0.1  MM ( .9760 +/-.0035) RIGHT SIDE KISS 1 ea | 30js6 (1.1811 +/- .0003) LEFT SIDE KISS | 22h6 (.8661 +/- .0003) 100/ea | 20h6 (.7874 +/- .0003) | 43 +/- .1 (1.693 +/- .0035),1
072619-01,7/26/2019,Rockford Heat Treaters,MATERIAL  :4140 -30 -32  Rc (Q andT) | P/N Y141518  BUSHING 9 ea | P/N Y141519 BUSHING 8 ea | PARTS ARE QUENCH AND TEMPERED  @ 30  Rc  now | GAS Nitride Harden to MAX  if  possible  (60-65 Rc at .015  to .025 in deep) | PLEASE STOCK THEM ON THE FLAT SIDE | NO CERTS JUST THE DELIVERY TICKET WITH THE TESTING RESULTS,17
072621-01,7/26/2021,"Muck Engineering, Inc.",P/N N112855 SLEEVE | MATERIAL : 1045 Norm 1 ea | ID Honning to 7.8836  / 7.8852  In (Now at 7.870 /7.873) | 200.285 MM//200.245 ID,1
